Model,Accuracy,F1_Macro,F1_Weighted,Precision_Macro,Recall_Macro,Attack_Detection_Rate,False_Positive_Rate,Test_Samples,Training_Samples,Unique_Predictions,Training_Time_Seconds
Xgboost Incremental,0.9949,0.9525,0.9949,0.9509,0.9542,0.9991,0.007,182414,332242,5,9.11291790008545
